,treeDecision_regresion_m
0,53.1341363721
1,7.58480554891
2,-2.9723399340599994
3,10.8967402739
4,-2.9723399340599994
5,1.4084641972999998
6,-14.063590550699999
7,-13.527877176099999
8,25.498012594699997
9,38.7859778492
10,10.4894274381
11,35.6705083452
12,23.975836461999997
13,10.8967402739
14,47.23902815
15,2.05967281784
16,14.0607268924
17,9.135112269450001
18,18.7888310423
19,17.2522089866
20,29.6439594592
21,-23.293864791999997
22,21.091273992999998
23,46.960108242
24,44.262740726000004
25,-7.97613232635
26,20.6021191956
27,10.525088536
28,1.4163040695299998
29,11.6890963432
30,47.23902815
31,8.21401281219
32,29.3744425871
33,-2.93897490521
34,32.7351458996
35,-19.830541315999998
36,15.1105214608
37,-2.9723399340599994
38,13.9708687127
39,12.0121847037
40,44.262740726000004
41,18.5706016705
42,38.095151199600004
43,-13.0054551421
44,8.498239009739999
45,-12.0908265756
46,29.3744425871
47,38.062556706
48,-2.9723399340599994
49,4.09194113858
50,12.328713208900002
51,41.3157715167
52,16.3141156338
53,25.498012594699997
54,-4.687552375809999
55,8.6286797532
56,20.4300194347
57,58.80903616609999
58,12.0783451434
59,-14.2293166358
60,18.9799013598
61,32.5168044595
62,28.6874628284
63,0.5212846635499999
64,17.7689451744
65,19.280516573699998
66,59.7532756491
67,18.7473170106
68,16.5356611586
69,10.2874957408
70,43.81164538
71,-8.68669039009
72,4.40271419289
73,7.37879533145
74,-10.3660768644
75,36.5603302767
76,-10.511226429199999
77,36.057052394
78,40.3776422425
79,7.339267290639999
80,40.1019277614
81,37.746764297199995
82,18.5799221253
83,45.812083925
84,57.7656289713
85,16.8472664904
86,9.135112269450001
87,14.2243293904
88,-11.8663458098
89,35.2200238252
90,15.253265942999999
91,14.2735631143
92,17.2522089866
93,4.02084989982
94,0.0163664936315
95,33.3799888084
96,14.7428188621
97,31.724702187600002
98,18.7314906252
99,21.643302527399996
100,-12.4075683652
101,-12.6723519909
102,-10.829594961600002
103,25.3856437819
104,37.2762598748
105,48.470787193999996
106,11.9023737833
107,5.846380205499999
108,12.2925025009
109,29.5914265717
110,40.033086887399996
111,4.04391503991
112,-16.8916899676
113,75.677706759
114,45.333473068400004
115,27.132975487800003
116,34.893899362
117,4.09194113858
118,-4.687552375809999
119,16.073091353
120,-19.618344041900002
121,15.1563798162
122,15.1105214608
123,-19.618344041900002
124,11.9023737833
125,30.390550006199998
126,-7.08583280504
127,10.525088536
128,18.5706016705
129,31.724702187600002
130,32.5168044595
131,6.11511673641
132,24.1119368079
133,43.994889340600004
134,-11.0482126237
135,-22.243447245100004
136,18.7473170106
137,-21.5892757065
138,25.369483880900003
139,28.155408246100002
140,38.062556706
141,12.0783451434
142,4.09194113858
143,4.09194113858
144,5.895428591340001
145,-19.618344041900002
146,7.47480639704
147,10.690443052300001
148,-16.5749693639
149,7.03294575536
150,0.0163664936315
151,7.339267290639999
152,14.761835487899999
153,38.7859778492
154,21.6227189525
155,46.0788894792
156,21.758800879299997
157,4.09194113858
158,28.6207984294
159,11.9023737833
160,8.6286797532
161,45.924287784899995
162,-19.618344041900002
163,4.40271419289
164,42.4763319636
165,-0.980214906591
166,4.83190019304
167,40.033086887399996
168,16.2542730152
169,15.846202825799999
170,13.277242579400001
171,58.512182591000006
172,36.511273328499996
173,11.9023737833
174,9.96802480982
175,-5.54364783522
176,-17.5729798695
177,10.2874957408
178,36.2540394166
179,15.1105214608
180,12.2925025009
181,9.96802480982
182,10.1692600762
183,-7.43967566372
184,30.155971484899997
185,10.2184138522
186,69.9643593804
187,2.99770876306
188,7.339267290639999
189,10.2184138522
190,10.2184138522
191,15.657950183399999
192,11.255679658399998
193,0.0163664936315
194,33.5817332662
195,-21.5892757065
196,38.095151199600004
197,47.23902815
198,39.4297834782
199,48.470787193999996
200,8.6286797532
201,19.280516573699998
202,23.085680598499998
203,3.4831580540300005
204,36.9121163066
205,7.339267290639999
206,8.6286797532
207,-8.51412320609
208,18.3478482394
209,18.9460882371
210,22.6294993518
211,-19.618344041900002
212,18.5706016705
213,-12.8983613707
214,12.0121847037
215,1.9363183058200002
216,19.280516573699998
217,21.643302527399996
218,10.2874957408
219,2.60971242716
220,15.1563798162
221,34.9484486283
222,9.96802480982
223,41.3157715167
224,-17.7795373335
225,25.7758448924
226,50.1446587275
227,7.3761769801999995
228,4.77525915591
229,9.96802480982
230,9.96541904016
231,12.7718658911
232,34.8773139656
233,7.044976300499999
234,43.994889340600004
235,-1.7092361039
236,33.3799888084
237,18.5799221253
238,32.5952677199
239,12.7718658911
240,0.33820645532399995
241,8.41405394447
242,28.6874628284
243,73.37210568479999
244,36.057052394
245,36.878368682600005
246,19.280516573699998
247,4.83190019304
248,19.280516573699998
249,10.8967402739
250,-6.39949111999
251,0.0163664936315
252,14.309784764200002
253,-13.527877176099999
254,47.23902815
255,-0.37045209537100005
256,39.4297834782
257,26.040828832600003
258,21.6821658309
259,18.7314906252
260,18.7314906252
261,18.7314906252
262,20.297000882
263,4.5408450693199995
264,27.291959836500002
265,9.390381506239999
266,7.3761769801999995
267,-1.8011473518799999
268,18.7473170106
269,-6.54809150849
270,-16.5492650389
271,10.2874957408
272,-5.68973173486
273,8.6286797532
274,19.3039576102
275,5.40459980887
276,34.893899362
277,18.7763373658
278,-4.687552375809999
279,2.05967281784
280,11.9023737833
281,7.03294575536
282,18.630124407
283,-10.3660768644
284,24.2684161367
285,49.3236453251
286,-2.46650392273
287,35.7365779482
288,15.797237351300002
289,34.6052931556
290,10.2874957408
291,-3.80641863953
292,11.9023737833
293,33.3799888084
294,58.0767629071
295,25.4492859502
296,18.7314906252
297,30.2227796866
298,66.2710936146
299,7.044976300499999
