,AdaBoostRegressor_m
0,58.94685228323336
1,55.430028356125
2,57.338529604157145
3,64.5550891407972
4,39.616682696303435
5,41.52013980232
6,62.802586067126086
7,48.9652764792
8,32.696804020112
9,62.333696638313505
10,64.95552370954121
11,46.027719282528565
12,44.13461531972593
13,63.870240812520855
14,45.524574308835476
15,27.796248774362006
16,61.162574955907154
17,41.33190766021249
18,36.8978781017129
19,62.80067193623103
20,32.696804020112
21,66.2168686933278
22,38.08688878907501
23,44.92306480657665
24,66.69799981642106
25,56.23917163741429
26,32.57711390905359
27,64.5550891407972
28,44.13461531972593
29,36.8978781017129
30,41.54230423269167
31,55.22146159127932
32,56.35038224204119
33,54.29788061694289
34,49.764723388677936
35,59.73787318866864
36,65.75159891702779
37,48.11632387058845
38,30.4070072845
39,30.645905480974996
40,65.73675096663125
41,64.5550891407972
42,60.86792577007777
43,55.190469351080004
44,63.85895518035835
45,62.333696638313505
46,56.37967416023334
47,55.190469351080004
48,57.338529604157145
49,43.88379219951429
50,63.870240812520855
51,62.30319430152501
52,54.06532687074377
53,34.051087139499984
54,47.920932184196985
55,49.764723388677936
56,36.495135688167736
57,54.29788061694289
58,32.696804020112
59,41.54230423269167
60,30.863011479938706
61,51.60629522320772
62,32.696804020112
63,37.20739356941111
64,66.2168686933278
65,44.2370415812375
66,53.35162248685083
67,41.54230423269167
68,30.207039372748493
69,60.86792577007777
70,43.40735403899656
71,49.38432611586284
72,30.645905480974996
73,36.804255419921446
74,51.60629522320772
75,60.86792577007777
76,55.99777104984525
77,66.69799981642106
78,41.54230423269167
79,59.73787318866864
80,56.55347944893857
81,62.80067193623103
82,64.5550891407972
83,64.5550891407972
84,55.69755247959703
85,32.696804020112
86,38.40476420028334
87,50.89927315411109
88,54.29788061694289
89,62.802586067126086
90,55.22146159127932
91,62.802586067126086
92,55.69755247959703
93,32.696804020112
94,45.524574308835476
95,49.30830543771998
96,32.696804020112
97,49.05995023728818
98,54.88041204141112
99,63.52289977343182
100,60.77986157477716
101,64.95552370954121
102,64.95552370954121
103,34.250695066175
104,64.95552370954121
105,48.21284477701321
106,56.23917163741429
107,42.31362099185791
108,41.52013980232
109,49.38432611586284
110,65.4925753472474
111,48.21284477701321
112,64.5550891407972
113,65.4925753472474
114,57.338529604157145
115,49.38432611586284
116,47.23035865353334
117,57.338529604157145
118,47.44546283817
119,34.80841203174996
120,64.5550891407972
121,42.49602527105555
122,60.86792577007777
123,58.94685228323336
124,62.802586067126086
125,62.802586067126086
126,52.551665180453334
127,66.2168686933278
