,treeDecision_regresion_m
0,62.873109086199996
1,46.580346594
2,58.225703359499995
3,67.8616754553
4,37.5869210246
5,37.5869210246
6,63.8110896868
7,48.470787193999996
8,34.9483874844
9,67.8616754553
10,67.8616754553
11,38.279637361
12,38.279637361
13,67.8616754553
14,39.3320140204
15,33.3602502781
16,62.873109086199996
17,45.840577397299995
18,26.2076004164
19,66.2710936146
20,33.3602502781
21,72.3491719499
22,38.279637361
23,38.1712477806
24,72.3491719499
25,58.0767629071
26,29.5742243163
27,72.3491719499
28,39.3320140204
29,35.0365067851
30,45.840577397299995
31,58.0767629071
32,48.9166960847
33,53.507853983800004
34,47.7024561734
35,48.9166960847
36,72.3491719499
37,47.7024561734
38,31.28353823
39,20.6021191956
40,72.3491719499
41,67.8616754553
42,63.2673102027
43,58.0767629071
44,67.6996941539
45,63.8110896868
46,48.9166960847
47,58.0767629071
48,58.225703359499995
49,38.1712477806
50,67.6996941539
51,63.8110896868
52,53.507853983800004
53,34.9483874844
54,38.1712477806
55,49.3236453251
56,25.9024274746
57,58.0767629071
58,34.9483874844
59,38.279637361
60,29.5742243163
61,53.1341363721
62,33.3602502781
63,29.5742243163
64,72.3491719499
65,39.3320140204
66,53.507853983800004
67,39.3320140204
68,25.9024274746
69,63.2673102027
70,38.279637361
71,48.470787193999996
72,25.9024274746
73,37.5869210246
74,47.3693082096
75,62.873109086199996
76,49.3543576264
77,78.1146779071
78,37.5869210246
79,67.6996941539
80,58.512182591000006
81,70.0506905231
82,63.2673102027
83,67.8616754553
84,58.512182591000006
85,29.5742243163
86,38.1712477806
87,47.2420824768
88,47.2420824768
89,67.6996941539
90,58.0767629071
91,64.2211678899
92,53.507853983800004
93,33.3602502781
94,38.1712477806
95,45.6684519339
96,31.28353823
97,48.470787193999996
98,58.0767629071
99,63.2673102027
100,53.507853983800004
101,66.2710936146
102,68.3621861242
103,33.3602502781
104,72.3491719499
105,48.470787193999996
106,58.0767629071
107,38.1712477806
108,38.279637361
109,47.7024561734
110,72.3491719499
111,45.6684519339
112,72.3491719499
113,72.3491719499
114,58.512182591000006
115,48.470787193999996
116,38.279637361
117,58.225703359499995
118,45.840577397299995
119,33.3602502781
120,73.3994455796
121,38.279637361
122,62.873109086199996
123,64.2211678899
124,66.2710936146
125,67.8616754553
126,47.7024561734
127,72.3491719499
128,31.28353823
129,48.470787193999996
130,47.3693082096
131,49.3543576264
132,38.279637361
133,66.2710936146
134,72.3491719499
135,65.0058897877
136,45.840577397299995
137,67.6996941539
138,38.1712477806
139,38.1712477806
140,62.873109086199996
141,31.28353823
142,45.840577397299995
143,33.3602502781
144,38.1712477806
145,72.3491719499
146,31.28353823
147,67.8616754553
148,63.2673102027
149,64.2211678899
150,49.3236453251
151,67.6996941539
152,58.0767629071
153,67.8616754553
154,45.840577397299995
155,72.3491719499
156,76.6348445464
157,37.5869210246
158,20.6021191956
159,72.3491719499
160,38.1712477806
161,64.2211678899
162,72.3491719499
163,29.5742243163
164,58.512182591000006
165,33.3602502781
166,47.3693082096
167,67.6996941539
168,25.9024274746
169,45.840577397299995
170,63.8110896868
171,58.512182591000006
172,63.8110896868
173,58.0767629071
174,38.279637361
175,45.840577397299995
176,58.512182591000006
177,72.3491719499
178,45.840577397299995
179,38.279637361
180,38.1712477806
181,20.6021191956
182,33.3602502781
183,58.225703359499995
184,34.9483874844
185,31.28353823
186,66.2710936146
187,39.3320140204
188,67.6996941539
189,38.1712477806
190,31.28353823
191,38.1712477806
192,33.3602502781
193,49.3236453251
194,53.507853983800004
195,67.6996941539
196,70.0506905231
197,38.1712477806
198,38.1712477806
199,48.470787193999996
200,38.279637361
201,26.2076004164
202,29.5742243163
203,48.9166960847
204,65.0058897877
205,47.2420824768
206,38.1712477806
207,58.0767629071
208,26.2076004164
209,53.507853983800004
210,38.1712477806
211,66.2710936146
212,67.6996941539
213,72.3491719499
214,20.6021191956
215,37.5869210246
216,39.3320140204
217,72.3491719499
218,63.2673102027
219,25.9024274746
220,31.28353823
221,38.1712477806
222,38.279637361
223,63.8110896868
224,72.3491719499
225,38.279637361
226,66.2710936146
227,38.1712477806
228,48.470787193999996
229,29.5742243163
230,49.3543576264
231,33.3602502781
232,47.7024561734
233,33.3602502781
234,73.37210568479999
235,38.1712477806
236,48.470787193999996
237,58.0767629071
238,45.840577397299995
239,33.3602502781
240,39.3320140204
241,58.0767629071
242,33.3602502781
243,73.3994455796
244,66.2710936146
245,34.9483874844
246,25.9024274746
247,47.7024561734
248,34.9483874844
249,67.6996941539
250,20.6021191956
251,53.507853983800004
252,47.7024561734
253,53.1341363721
254,38.279637361
255,53.507853983800004
256,48.470787193999996
257,34.9483874844
258,33.3602502781
259,76.6348445464
260,49.3236453251
261,66.2710936146
262,66.2710936146
263,33.3602502781
264,33.3602502781
265,53.507853983800004
266,38.1712477806
267,45.6684519339
268,48.470787193999996
269,39.3320140204
270,64.2211678899
271,66.2710936146
272,20.6021191956
273,49.3236453251
274,72.3491719499
275,65.0058897877
276,38.1712477806
277,63.8110896868
278,38.279637361
279,20.6021191956
280,63.8110896868
281,45.6684519339
282,31.28353823
283,45.6684519339
284,38.1712477806
285,48.470787193999996
286,45.840577397299995
287,62.873109086199996
288,33.3602502781
289,58.0767629071
290,38.1712477806
291,48.470787193999996
292,58.0767629071
293,47.7024561734
294,53.507853983800004
295,66.2710936146
296,39.3320140204
297,63.2673102027
298,62.873109086199996
299,45.840577397299995
