,treeDecision_regresion_m
0,62.873109086199996
1,3.7517437508699993
2,2.27802441613
3,7.8438873202899995
4,-5.689837108430001
5,9.78392456587
6,-8.92871567532
7,-8.50906302166
8,26.4919225498
9,36.506570375900004
10,14.4055553291
11,36.2540394166
12,28.953842308600002
13,4.77525915591
14,39.3320140204
15,-5.60742958885
16,11.3047416064
17,11.3047416064
18,18.7888310423
19,17.7689451744
20,24.092711010100004
21,-15.739524684200001
22,29.6439594592
23,43.81164538
24,43.994889340600004
25,-2.93897490521
26,29.5742243163
27,22.108297211300002
28,-1.1317564761
29,10.8227007154
30,46.960108242
31,10.0863936929
32,34.3412744511
33,-2.93897490521
34,32.8063819081
35,-23.2121934832
36,13.937956895
37,2.05967281784
38,21.0441482873
39,12.0121847037
40,36.057052394
41,11.0187756683
42,33.403217376
43,-7.97613232635
44,12.3933998284
45,-14.1999774844
46,26.8262713514
47,35.8358946368
48,-1.6747289549700002
49,13.9689056993
50,16.0576359837
51,40.809950304000004
52,16.3366778141
53,30.332172996999997
54,-7.97613232635
55,13.4512111246
56,18.7888310423
57,56.417637017
58,11.3047416064
59,-2.7895655304400004
60,10.1861155745
61,34.4327453533
62,19.6436201681
63,-2.37348913758
64,15.3140586227
65,14.552668523
66,53.507853983800004
67,15.43190928
68,14.0663231776
69,16.8979540126
70,38.279637361
71,-8.50906302166
72,6.627177243709999
73,2.27802441613
74,-11.2317218747
75,35.552079873800004
76,-14.6400223246
77,48.285466089399996
78,37.5869210246
79,14.560867093199999
80,36.5395339892
81,35.8358946368
82,16.5356611586
83,45.812083925
84,58.512182591000006
85,23.2867476294
86,8.73638813712
87,8.71603384116
88,-8.50906302166
89,32.5729304988
90,13.9893329329
91,15.657950183399999
92,18.832452573199998
93,-0.980214906591
94,-4.687552375809999
95,33.3327150023
96,12.9964606299
97,33.3799888084
98,14.0663231776
99,21.6227189525
100,-7.3031751825999995
101,-16.9105181003
102,-16.9105181003
103,24.092711010100004
104,47.1520194968
105,48.470787193999996
106,10.5516331202
107,8.185574922839999
108,9.78392456587
109,33.3799888084
110,48.285466089399996
111,8.85260213521
112,-18.224504026800002
113,72.3491719499
114,36.5395339892
115,34.9484486283
116,36.2540394166
117,4.09194113858
118,-10.6633571625
119,15.657950183399999
120,-11.0482126237
121,18.7763373658
122,16.4430510338
123,-16.5492650389
124,8.6286797532
125,28.5824141964
126,-8.434597590610002
127,10.525088536
128,19.8069513471
129,33.3799888084
130,34.4327453533
131,4.77525915591
132,23.085680598499998
133,40.809950304000004
134,-12.0876892122
135,-21.6283300142
136,15.657950183399999
137,-16.4860205249
138,27.949205687800003
139,24.622898457199998
140,35.8358946368
141,12.2897160159
142,5.865452618509999
143,8.20714228994
144,5.18103054014
145,-11.0482126237
146,1.6524405382700003
147,12.333509272999999
148,-13.747206979300001
149,4.737060409150001
150,-0.37045209537100005
151,14.560867093199999
152,14.0663231776
153,36.506570375900004
154,23.9699682947
155,46.0788894792
156,19.5654485545
157,7.85416756395
158,20.6021191956
159,11.6082448977
160,8.72072058097
161,44.29785223060001
162,-16.5492650389
163,-2.37348913758
164,29.8567839792
165,5.5159606254
166,9.05229662606
167,42.297481741700004
168,18.630124407
169,13.4991330845
170,19.0149026025
171,58.512182591000006
172,42.977697038900004
173,12.2762794098
174,10.0863936929
175,-1.46026444496
176,-17.5729798695
177,8.66277389888
178,30.7827468342
179,16.697556098499998
180,10.9120954046
181,9.78392456587
182,8.73638813712
183,-7.43967566372
184,38.3363693681
185,10.8227007154
186,66.2710936146
187,-1.1231343162
188,9.37906015642
189,-2.82207586505
190,3.07780312986
191,9.20388566123
192,10.4894274381
193,1.18007819644
194,30.6238479081
195,-23.293864791999997
196,35.7365779482
197,38.1712477806
198,40.4366255506
199,48.470787193999996
200,12.9329222954
201,13.2165726711
202,18.7888310423
203,3.28720151519
204,38.0358396776
205,14.560867093199999
206,15.2518373004
207,-13.0054551421
208,18.3478482394
209,15.3140586227
210,23.975836461999997
211,-11.0482126237
212,13.6282937061
213,-14.1999774844
214,13.1366319149
215,10.0157210218
216,16.5356611586
217,14.8054825835
218,13.4823811446
219,5.49710711611
220,15.657950183399999
221,34.9484486283
222,6.75402030579
223,37.9244973154
224,-16.9105181003
225,28.926416064899996
226,50.8192643792
227,7.87110704214
228,9.37906015642
229,18.646749327200002
230,10.0863936929
231,18.7112861834
232,35.8358946368
233,8.71603384116
234,39.1187459325
235,-1.7092361039
236,33.6379323944
237,17.6359458547
238,32.5952677199
239,15.846202825799999
240,-0.24448532485100002
241,7.02892009255
242,33.085190388899996
243,73.3994455796
244,39.7387971963
245,38.3363693681
246,16.5356611586
247,4.83190019304
248,21.958067526300002
249,10.8967402739
250,-6.39949111999
251,-2.93897490521
252,15.43190928
253,-8.51412320609
254,45.812534068699996
255,-2.93897490521
256,40.4366255506
257,38.3363693681
258,24.697520234000002
259,16.5356611586
260,11.6841391055
261,14.0842581977
262,18.5706016705
263,4.5408450693199995
