,AdaBoostRegressor_m
0,58.94685228323336
1,11.784939880039834
2,11.616171008095789
3,13.542607980568842
4,9.767605125887831
5,13.87739744800474
6,-6.300548321069904
7,-6.736814088074782
8,30.410355586445633
9,37.289428816373075
10,14.337756683884749
11,24.960617719518496
12,23.021763090407692
13,12.428080701226715
14,45.524574308835476
15,7.480340865973462
16,14.651079112024288
17,13.542607980568842
18,27.87402574509286
19,16.84182087741298
20,26.997585074012495
21,-8.676724419566645
22,23.489758756092815
23,44.92306480657665
24,39.843106358396305
25,-7.249880855940625
26,32.57711390905359
27,15.08980114816195
28,-0.08443488479541252
29,5.434797348415545
30,41.54230423269167
31,14.651079112024288
32,30.720220330277172
33,-4.13662299380041
34,29.301402717021436
35,-10.678401229088816
36,14.508228243480861
37,8.978748718648783
38,24.464705447935398
39,17.81704216666499
40,38.0969879799574
41,14.487962458146322
42,34.277204042156995
43,-4.472193770943685
44,14.193302460305176
45,-8.540147534794828
46,25.004390550433218
47,32.302715623172865
48,10.103663330364146
49,12.428080701226715
50,14.337756683884749
51,37.23374759171363
52,16.223963599574603
53,30.590926937823838
54,-3.2327410515323334
55,14.337756683884749
56,24.07878561886718
57,54.29788061694289
58,14.508228243480861
59,-4.13662299380041
60,21.63546098352662
61,25.004390550433218
62,24.4030840179204
63,-3.2327410515323334
64,15.31724377179182
65,15.818331649366785
66,53.35162248685083
67,15.779536993992306
68,12.669219272422685
69,13.87739744800474
70,43.40735403899656
71,-5.557077828901762
72,-3.702905445797595
73,10.999911165950934
74,-8.676724419566645
75,34.41442795899847
76,-10.456852290695613
77,39.843106358396305
78,41.54230423269167
79,15.08980114816195
80,37.289428816373075
81,36.04783834010418
82,15.118146443675801
83,37.23374759171363
84,55.69755247959703
85,23.029346164639342
86,12.441161192190451
87,12.441161192190451
88,-5.557077828901762
89,27.838185837324534
90,15.519023970996075
91,15.08980114816195
92,16.223963599574603
93,-3.1382924080652757
94,0.36950799859307004
95,29.301402717021436
96,15.08980114816195
97,29.986480696988515
98,13.87739744800474
99,17.14886832020926
100,-7.729897071324033
101,-6.973757604887162
102,-8.676724419566645
103,27.21609076967917
104,37.50240068648682
105,48.21284477701321
106,14.193302460305176
107,13.87739744800474
108,14.146636413095607
109,30.410355586445633
110,37.54376199325368
111,11.537139727409944
112,-11.01087974680102
113,65.4925753472474
114,36.26169330872444
115,28.70011428726662
116,29.81605351307443
117,11.784939880039834
118,-3.7593214360206866
119,14.487962458146322
120,-10.456852290695613
121,14.193302460305176
122,14.508228243480861
123,-11.558379297684088
124,14.146636413095607
125,30.720220330277172
126,-4.561871619654616
127,14.70211872310135
128,15.118146443675801
129,30.720220330277172
130,26.531832627830788
131,12.386701903794258
132,26.997585074012495
133,37.54376199325368
134,-5.386257240644408
135,-11.101175135620354
136,15.818331649366785
137,-8.952834527327857
138,29.301402717021436
139,26.997585074012495
140,35.90766939186364
141,14.487962458146322
142,10.959399959406962
143,11.616171008095789
144,11.537139727409944
145,-11.558379297684088
