,treeDecision_regresion_m
0,64.77678172936668
1,9.998033052103144
2,7.150376825935854
3,7.150376825935854
4,-1.8656111212525999
5,14.955995009554117
6,-14.880976764659316
7,-10.626506698865626
8,18.988892039399996
9,37.117999411463636
10,9.998033052103144
11,21.966423973937204
12,21.966423973937204
13,7.150376825935854
14,39.3320140204
15,-1.8656111212525999
16,15.773268350988705
17,9.998033052103144
18,27.266985656129165
19,15.773268350988705
20,14.9995223966
21,-14.880976764659316
22,27.266985656129165
23,42.8685926238
24,46.23461074401364
25,1.18007819644
26,28.6207984294
27,14.68085676158889
28,0.7030863254462771
29,0.7030863254462771
30,41.657956394
31,9.998033052103144
32,37.117999411463636
33,-5.294830489794321
34,32.71519794321818
35,-20.81459230005
36,9.998033052103144
37,-1.8656111212525999
38,27.266985656129165
39,21.966423973937204
40,37.161482128871434
41,7.150376825935854
42,37.5326130386375
43,-11.100801193210001
44,9.998033052103144
45,-14.880976764659316
46,31.068370797249997
47,32.71519794321818
48,-1.8656111212525999
49,9.998033052103144
50,9.998033052103144
51,42.59508018998
52,15.773268350988705
53,18.988892039399996
54,-5.294830489794321
55,11.495010993561458
56,27.266985656129165
57,59.795116986400004
58,12.07291913223
59,0.7030863254462771
60,21.966423973937204
61,31.068370797249997
62,29.201088017918753
63,0.7030863254462771
64,15.773268350988705
65,15.773268350988705
66,45.2584928259
67,15.773268350988705
68,14.68085676158889
69,14.68085676158889
70,48.114249233625
71,-10.626506698865626
72,5.084077070255268
73,7.150376825935854
74,-10.626506698865626
75,37.5326130386375
76,-11.100801193210001
77,46.23461074401364
78,46.12439926395
79,14.955995009554117
80,37.117999411463636
81,37.5326130386375
82,11.495010993561458
83,37.161482128871434
84,58.225703359499995
85,18.988892039399996
86,9.998033052103144
87,14.955995009554117
88,-10.626506698865626
89,32.5729304988
90,18.359503435253846
91,9.998033052103144
92,15.773268350988705
93,5.084077070255268
94,-5.294830489794321
95,32.71519794321818
96,15.773268350988705
97,32.71519794321818
98,14.68085676158889
99,24.1280818754
100,-11.100801193210001
101,-14.880976764659316
102,-14.880976764659316
103,18.988892039399996
104,37.161482128871434
105,46.12439926395
106,11.495010993561458
107,7.150376825935854
108,9.998033052103144
109,32.71519794321818
110,42.59508018998
111,7.150376825935854
112,-19.80593728057143
113,72.774428965375
114,37.117999411463636
115,21.966423973937204
116,32.06938239215
117,7.150376825935854
118,-10.626506698865626
119,11.495010993561458
120,-19.80593728057143
121,9.998033052103144
122,15.773268350988705
123,-19.80593728057143
124,11.495010993561458
125,32.5729304988
126,-10.626506698865626
127,15.773268350988705
128,18.359503435253846
129,32.71519794321818
130,31.068370797249997
131,7.150376825935854
132,21.966423973937204
133,42.59508018998
134,-14.880976764659316
135,-20.81459230005
136,15.773268350988705
137,-14.880976764659316
138,27.266985656129165
139,21.966423973937204
140,37.5326130386375
141,15.773268350988705
142,7.150376825935854
143,7.150376825935854
144,7.150376825935854
145,-19.80593728057143
146,0.7030863254462771
147,7.150376825935854
148,-14.880976764659316
149,9.998033052103144
150,-5.294830489794321
151,14.955995009554117
152,14.68085676158889
153,37.117999411463636
154,18.359503435253846
155,42.59508018998
156,18.359503435253846
157,7.150376825935854
