,0
0,63.203829180599996
1,6.757706533612724
2,1.0385443188745
3,9.693136675592001
4,1.0385443188745
5,6.757706533612724
6,-14.359905133937405
7,-8.019630921591462
8,24.2060468931
9,37.37332219581111
10,9.693136675592001
11,36.476982876828565
12,36.476982876828565
13,9.693136675592001
14,38.39952413533334
15,1.0385443188745
16,12.968048507676844
17,9.943895088752724
18,19.817483141052634
19,18.199231144275608
20,12.3122657024
21,-14.359905133937405
22,23.133360397612503
23,47.80582369863333
24,38.64721935472
25,-10.745802192854544
26,29.4259310655
27,18.199231144275608
28,0.15167323411664488
29,6.881987783545
30,38.39952413533334
31,9.943895088752724
32,21.0279404462
33,-8.019630921591462
34,31.921402376384997
35,-17.851328094449997
36,9.943895088752724
37,1.0385443188745
38,19.817483141052634
39,15.268004327592857
40,38.64721935472
41,11.527494632790626
42,41.94292776286
43,-10.745802192854544
44,6.757706533612724
45,-14.359905133937405
46,21.0279404462
47,31.921402376384997
48,1.0385443188745
49,9.693136675592001
50,18.199231144275608
51,42.395478111691666
52,18.199231144275608
53,26.0359577034
54,-8.019630921591462
55,12.968048507676844
56,19.817483141052634
57,58.442899536599995
58,9.943895088752724
59,0.15167323411664488
60,19.817483141052634
61,21.0279404462
62,18.550434822049997
63,0.15167323411664488
64,18.199231144275608
65,12.968048507676844
66,59.7532756491
67,18.199231144275608
68,15.924089015949997
69,15.924089015949997
70,38.39952413533334
71,-8.019630921591462
72,0.15167323411664488
73,6.757706533612724
74,-8.019630921591462
75,35.79639119352941
76,-10.745802192854544
77,42.395478111691666
78,38.39952413533334
79,15.967478720499999
80,39.536618533180004
81,41.94292776286
82,12.968048507676844
83,46.811003492385716
84,48.9166960847
85,19.817483141052634
86,6.757706533612724
87,1.0385443188745
88,-1.2375040279294078
89,28.5824141964
90,12.968048507676844
91,11.527494632790626
92,18.199231144275608
93,0.974904933169
94,-8.019630921591462
95,31.921402376384997
96,18.199231144275608
97,31.921402376384997
98,15.924089015949997
