,0
0,57.299414823401854
1,11.203293627959695
2,8.640051955872716
3,11.397806557923046
4,5.244977786285934
5,10.755893140891574
6,-8.539185076255928
7,-8.539185076255928
8,30.55878824981509
9,35.067527408623086
10,12.147922333115124
11,27.159756383830253
12,21.459797780163047
13,11.502790643079543
14,46.49596206555455
15,2.933272295347019
16,12.507355075937923
17,11.517886926803365
18,27.130605442444846
19,13.521059896526774
20,26.720196304442698
21,-11.569607264889397
22,26.720196304442698
23,46.66086099524546
24,41.224414421212195
25,-7.983143166943867
26,31.137558080148
27,14.389847619618912
28,1.672241790340564
29,5.244977786285934
30,43.805975111636855
31,12.147922333115124
32,30.55878824981509
33,-1.9874956818315623
34,29.096980153919908
35,-12.058157182504019
36,11.942797264946378
37,5.244977786285934
38,25.991759306066314
39,19.456584049024293
40,38.425953681218445
41,12.206404741401395
42,36.32712139725
43,-6.35154326006896
44,11.517886926803365
45,-9.783752174261517
46,30.55878824981509
47,33.1393554115488
48,5.0744647428504654
49,11.502790643079543
50,11.576122454493168
51,36.694172604188225
52,13.558031192472498
53,31.326441903980587
54,-1.2784508927245355
55,12.191766463164171
56,22.64600160753061
57,53.87494750457779
58,12.206404741401395
59,-1.2784508927245355
60,20.28091656059597
61,27.389485559678768
62,23.330960183923807
63,1.672241790340564
64,12.80972246844944
65,12.507355075937923
66,50.578562667701924
67,13.558031192472498
68,12.52725532294391
69,12.52725532294391
70,45.93185042455554
71,-7.983143166943867
72,2.9038114056093303
73,8.640051955872716
74,-8.901890279670999
75,36.42565258507356
76,-10.49072508492288
77,41.224414421212195
78,44.13983187356896
79,12.471297130676835
80,35.97448959762538
81,35.846893878160394
82,12.367656603952652
83,36.91679684848596
84,55.28547999325807
85,25.135108197559997
86,11.203293627959695
87,11.834755257203222
88,-7.47419648349798
89,31.326441903980587
90,13.521059896526774
91,12.367656603952652
92,13.558031192472498
93,2.5963675158103454
94,2.392031873794533
95,29.494996078054967
96,12.948967098683879
97,29.096980153919908
98,12.191766463164171
99,14.023092596770264
100,-9.278912296769294
101,-9.514651791009424
102,-9.514651791009424
103,27.130605442444846
104,36.55633477943333
105,47.1253229110158
106,12.097757810494482
107,11.517886926803365
108,12.191766463164171
109,29.688398564906745
110,39.00641244265194
111,10.755893140891574
112,-13.37914212696436
113,65.78925363580417
114,35.846893878160394
115,28.000644182252277
116,30.55878824981509
117,9.308212448469934
118,-6.695817112815637
119,12.147922333115124
120,-10.356561816710052
121,11.942797264946378
122,12.52725532294391
123,-12.452378833454508
124,12.191766463164171
125,33.93407260095162
126,-6.35154326006896
127,12.367656603952652
128,13.386027114660164
129,29.96875311239257
130,28.000644182252277
131,11.321073596440614
132,27.389485559678768
133,36.73025964255184
134,-8.863960597137948
135,-13.567026432497885
136,14.398367952943111
137,-10.824779196941273
138,29.640643967514336
139,27.534180526069562
140,36.309020470351165
141,12.374790591911607
142,10.755893140891574
143,8.640051955872716
144,10.182741233110177
145,-12.452378833454508
146,5.713554840858189
147,11.942797264946378
148,-9.783752174261517
149,10.286240686993363
150,-0.7508210125658079
151,13.386027114660164
152,12.52725532294391
153,33.995525544646604
154,14.023092596770264
155,40.36846012513442
156,16.138941537905808
157,5.244977786285934
158,34.59313102355001
159,12.191766463164171
160,11.502790643079543
161,36.694172604188225
162,-12.452378833454508
163,1.672241790340564
164,33.995525544646604
165,2.9038114056093303
166,11.321073596440614
167,37.55736881457949
168,21.372809546592308
169,11.834755257203222
170,14.571659870796056
171,57.84000194254901
172,36.730253597095825
173,11.935605362323015
174,11.942797264946378
175,-0.2460836456750879
176,-10.964848873810476
177,12.097757810494482
178,27.159756383830253
179,12.52725532294391
180,12.191766463164171
181,11.834755257203222
182,11.942797264946378
183,6.852606171311876
184,35.81992659059999
185,5.713554840858189
186,66.2198807617
187,5.177577164219255
188,11.397806557923046
189,2.288393461731696
190,4.287922994798155
191,12.367656603952652
192,11.397806557923046
193,-0.29758444571515974
194,33.36206371158294
195,-15.611146270001663
196,36.730253597095825
197,46.66086099524546
198,32.05654691509672
199,46.66086099524546
200,12.52725532294391
201,12.507355075937923
202,24.547598024862157
203,9.215096087070604
204,35.585568011843755
205,12.206404741401395
206,13.521059896526774
207,-8.863960597137948
208,24.585184145032194
209,12.507355075937923
210,22.64600160753061
211,-10.49072508492288
212,11.942797264946378
213,-9.783752174261517
214,15.355700151023727
215,2.9038114056093303
216,12.191766463164171
217,13.521059896526774
218,11.942797264946378
219,2.904612445199095
220,12.507355075937923
221,27.389485559678768
222,10.286240686993363
223,37.08848569395367
224,-10.280800427437457
225,21.302897671284448
226,42.36112822237116
227,11.203293627959695
228,11.576122454493168
229,12.52725532294391
230,11.397806557923046
231,11.576122454493168
232,29.096980153919908
233,11.397806557923046
234,36.694172604188225
235,4.287922994798155
236,29.494996078054967
237,14.023092596770264
238,28.267482014972472
239,12.367656603952652
240,4.027393685702646
241,11.321073596440614
242,29.494996078054967
243,67.46135133328126
244,37.2462111799129
245,36.173342024583334
246,12.191766463164171
247,9.013523383069275
248,14.023092596770264
249,11.517886926803365
250,-2.649000127068783
251,-1.2784508927245355
252,12.507355075937923
253,-8.863960597137948
254,46.794955327633325
255,-5.131798629213198
256,31.68380911600002
257,33.49467834428808
258,26.048873297901917
259,12.191766463164171
260,12.191766463164171
261,12.507355075937923
262,14.571659870796056
263,14.39510306904923
264,28.000644182252277
265,12.206404741401395
266,11.517886926803365
267,-5.131798629213198
268,12.80972246844944
269,-0.2460836456750879
270,-10.49072508492288
271,12.191766463164171
272,1.1269485884055577
273,13.521059896526774
274,14.023092596770264
275,8.171593892808277
