,AdaBoostRegressor_m
0,57.02016470451565
1,10.680802654272183
2,10.304327485855788
3,11.05404582610476
4,6.564398040996405
5,11.54866332732854
6,-5.525000320283188
7,-15.040035079322784
8,29.422286988550454
9,35.790162997556266
10,12.86750454774619
11,26.39038595814473
12,24.016383853599997
13,10.34738331716073
14,46.99363531773682
15,4.648761562800384
16,14.80821973812637
17,12.923455582698523
18,26.075145662901928
19,19.924421205504494
20,27.105607693481467
21,-5.769441802018074
22,24.579948596574855
23,47.784610367940395
24,38.7556272919232
25,-5.9257797055285595
26,31.616488985746678
27,13.22215535602432
28,-2.3170917688025243
29,5.497320173137018
30,45.896608486167736
31,13.004033940091908
32,25.354340812651458
33,-5.618404531216466
34,29.13175603719539
35,-10.3922334104114
36,13.004033940091908
37,5.267238366402334
38,25.354340812651458
39,19.670107262618426
40,36.936627932618855
41,12.86750454774619
42,32.07893290686766
43,-5.618404531216466
44,12.923455582698523
45,-6.174236565435923
46,23.67601549444029
47,30.752731769888573
48,7.976329665938097
49,11.840090013042424
50,12.794293022397522
51,34.663943929851214
52,14.80821973812637
53,29.63076725444224
54,-5.769441802018074
55,12.923455582698523
56,24.41549052293666
57,51.67331646085821
58,13.420667913576386
59,-5.618404531216466
60,21.206547479556406
61,23.36138073358998
62,24.000659526865075
63,-3.1917587467427806
64,21.14547738824056
65,16.055513896696322
66,51.37441521339582
67,19.502375592027622
68,12.86750454774619
69,12.915083071855001
70,46.99363531773682
71,-12.619301479983777
72,-2.1107606481401624
73,8.747790600366335
74,-14.612903733751931
75,34.32202263374444
76,-13.226321282072684
77,40.09405062708785
78,45.896608486167736
79,12.923455582698523
80,37.45940448829431
81,34.502796759110076
82,15.241081808239757
83,36.25028113975564
84,52.10153231279744
85,24.016383853599997
86,12.065810591096502
87,10.385135426030228
88,-9.980681090127426
89,26.39038595814473
90,17.492418479407405
91,13.22215535602432
92,19.502375592027622
93,-0.26242778385396315
94,-3.1917587467427806
95,29.63076725444224
96,14.592745138220005
97,29.727809895902855
98,12.915083071855001
99,24.41549052293666
100,-6.8418372653703035
101,-5.525000320283188
102,-5.769441802018074
103,25.639121396045585
104,37.237734729344425
105,47.70156733122591
106,12.794293022397522
107,11.840090013042424
108,13.004033940091908
109,29.422286988550454
110,37.881989566975406
111,10.385135426030228
112,-7.255199857675888
