,AdaBoostRegressor_m
0,58.07116460439412
1,11.559123340555848
2,9.820114930707447
3,12.150882620985954
4,7.268386220372414
5,12.447868165265362
6,-4.648262263945222
7,-9.770711513189841
8,28.36195403570105
9,35.6212218375555
10,12.978382145964309
11,28.148352784791292
12,25.73982729294067
13,9.728776316052555
14,45.21935637610909
15,7.268386220372414
16,16.934920991385138
17,12.387229812029544
18,26.30962400776363
19,19.153892760554776
20,26.439831991433678
21,-6.058545877753456
22,25.489990364688335
23,46.04908066821852
24,36.70677772593944
25,-7.175939114282671
26,31.445811635641927
27,14.821241760379877
28,-2.954172164033755
29,2.584666506755423
30,44.85104624046
31,13.906727416498157
32,29.981439691794655
33,-5.065857397349369
34,31.595784510152082
35,-7.445883112213354
36,13.906727416498157
37,7.005378235900445
38,26.993727727005375
39,19.73300737841667
40,34.760139816025145
41,15.193275880894554
42,33.6385121623256
43,-6.058545877753456
44,14.821241760379877
45,-6.797675229213953
46,28.227813634669083
47,32.20981668903421
48,7.603796187439389
49,12.438211844813353
50,14.53059591546941
51,34.760139816025145
52,16.934920991385138
53,30.439288448186517
54,-6.797675229213953
55,13.930592635008347
56,24.11642624975873
57,50.691585326026086
58,16.926764993421415
59,-4.648262263945222
60,19.73300737841667
61,24.11642624975873
62,25.73982729294067
63,-4.648262263945222
64,23.326652802108697
65,18.336026407362354
66,49.760471311289976
67,19.153892760554776
68,13.906727416498157
69,13.208851571310564
70,45.61863886959822
71,-7.352065710390009
72,-4.562946959882415
73,8.9384967797512
74,-9.770711513189841
75,33.6385121623256
76,-9.426603664936135
77,38.456353062191994
78,42.16562361446335
79,11.859724546689273
80,37.1281650755151
81,34.37078707690227
82,18.96851034266535
83,35.422059607762314
84,57.671894599720005
85,24.301829608926397
86,12.438211844813353
87,9.728776316052555
88,-6.286427429101808
89,24.54005046483561
90,18.38194847714294
91,16.714011622285806
92,20.24975142892157
93,-1.9949251038195828
94,-0.4988007046963043
95,30.393318623463887
96,18.250600071077752
97,31.595784510152082
98,13.208851571310564
99,25.237186240177426
100,-6.6877048037294315
101,-5.024709087976381
102,-6.6877048037294315
103,26.30962400776363
104,35.422059607762314
105,45.72664945097036
106,13.930592635008347
107,12.447868165265362
108,12.438211844813353
109,31.595784510152082
110,35.422059607762314
111,11.154709694858598
112,-7.861286135757378
113,61.550660847822975
114,34.760139816025145
115,30.508059996830927
116,30.485922196696926
