,treeDecision_regresion_m
0,64.2211678899
1,6.643037164559999
2,2.21725967087
3,10.2664257796
4,-5.689837108430001
5,14.2243293904
6,-10.38975903301
7,-8.51412320609
8,33.085190388899996
9,45.4000124825
10,11.2356102111
11,26.4919225498
12,24.622898457199998
13,7.85416756395
14,48.470787193999996
15,-7.43967566372
16,10.713570379046667
17,9.080728271493335
18,22.270883387250002
19,16.660264007033334
20,21.6010441533
21,-16.8916899676
22,18.8953722591
23,42.8685926238
24,40.7149211133
25,-6.1421937926600005
26,27.033915140799998
27,17.2157152847
28,0.056988533447699996
29,5.5159606254
30,46.960108242
31,12.8054736281
32,34.3412744511
33,-3.091561097535
34,35.55184652554
35,-16.76486208245
36,11.339680565550001
37,-0.347358490613
38,32.4913594835
39,18.88436620105
40,39.1830898213
41,14.235241238599999
42,33.403217376
43,-10.511226429199999
44,10.878188881666667
45,-14.245891130191666
46,29.4992571098
47,33.3274093565
48,-2.9723399340599994
49,14.2735631143
50,13.2432455652
51,40.53671273490001
52,14.98869548373333
53,32.4913594835
54,-3.091561097535
55,10.713570379046667
56,24.1192485688
57,53.507853983800004
58,13.221347947066667
59,-2.9844777414799997
60,18.88436620105
61,26.8262713514
62,24.697520234000002
63,-0.9267917657133333
64,17.67415582345
65,15.364472819400001
66,53.507853983800004
67,14.8054825835
68,15.9757829751
69,13.182698758099999
70,45.840577397299995
71,-7.3031751825999995
72,0.6393237628455
73,1.4084641972999998
74,-10.845217538166667
75,37.2425621861
76,-7.97613232635
77,43.5033584218
78,49.3236453251
79,14.560867093199999
80,45.4000124825
81,35.5529990923
82,14.8054825835
83,46.282920796599996
84,52.6876157617
85,18.630124407
86,6.293991102013334
87,7.85416756395
88,-8.19500142875
89,32.5729304988
90,13.892289567033332
91,17.67415582345
92,18.832452573199998
93,0.6393237628455
94,-4.844019616730001
95,32.7351458996
96,14.844856138575
97,35.55184652554
98,13.460369693199999
99,21.63301073995
100,-12.6475311772
101,-14.245891130191666
102,-14.245891130191666
103,33.085190388899996
104,38.79839341121666
105,47.7024561734
106,15.625624741400001
107,7.745306080443332
108,9.135112269450001
109,33.6379323944
110,38.79839341121666
111,7.745306080443332
112,-16.8916899676
113,68.3621861242
114,45.333473068400004
115,25.7758448924
116,34.893899362
117,6.293991102013334
118,-8.68669039009
119,13.2432455652
120,-16.5492650389
121,13.2432455652
122,12.2897160159
123,-17.7714596525
124,10.713570379046667
125,35.745557827750005
126,-10.845217538166667
127,12.55028955
128,17.67415582345
129,34.093408966300004
130,26.8262713514
131,7.745306080443332
132,24.697520234000002
